ID,target
009b321ec,4964515.744254439
009cd681e,4272046.948668117
009f34f86,2342006.8916917057
009f35cd3,2634578.00756928
009f65109,6000000.0
00a19014a,18000000.0
00a27e76a,360000.0
00a3b6ef7,3102250.1160674775
00a427603,1398992.132983714
00a6dc8be,2089411.7420996882
00a811734,10000000.0
00a8f58a7,6962551.704013853
00aaae151,2640211.236192549
00ab17f67,2321007.834570209
00ac2d3a5,2346163.94197098
00adab1b6,1106088.350110967
00aef0d56,718748.9191470213
00b0b06c4,2100000.0
00b0e2303,531000.0
00b1fbbc9,448707.5257736503
00b43e0c1,3565907.7072888035
00b7190a8,3175867.639609246
00b722e1b,190000.0
00bba815f,2890018.4132466433
00bbb1c42,3705953.063743244
00bc2b665,2373498.6549132955
00bc35689,2800000.0
00be23f52,3069178.8309274362
00be24ac5,2461689.6373724337
00bfd0f70,1533038.91412634
00c02f73e,2686537.1919095083
00c08e5b3,1841096.7204230197
00c8690ff,3556516.1278621955
00c8df4d5,800000.0
00c8e30de,2272092.88542018
00ca3fb04,1546866.523179676
00cabf621,1978961.1065061644
00cb48ae3,1643508.1880609014
00cb6b147,2087999.3705094068
00cc91a22,2591785.738402879
00cd65e9d,2124931.601827649
00cd7d6a8,996897.329509998
00cdc1483,1642695.2355928938
00ce9bea5,1924417.6336963896
00cea0091,3469721.235774092
00cea68c6,2639168.2471449147
00d5a5975,2506119.0106959743
00d80a3a4,37500000.0
00d9f3864,754389.4184123202
00da4bd31,1941453.1588096062
00df4dd77,4924356.706380662
00e1a55bf,1626886.1148339985
00e332971,2483206.075608151
00e5b6b1b,3006249.830277135
00e85d5e3,2695036.7945600566
00e90abfa,2008880.8828234768
00e9708b4,2358193.6188689573
00e9c680f,20000000.0
00eaa4394,2049038.4312365584
00eae8832,2106381.7058656155
00ebefdc0,2065898.827930663
00ecbcb1b,1253624.1866042565
00ed49382,4026875.1381103126
00ed87564,5045736.2075184025
00ef96cfd,90666.66
00efe7ca3,2963746.96165859
00f36aa18,1435924.8648766803
00f3fb071,2341100.1089626383
00f43f548,1795543.1168732557
00f4d58ec,1905057.621242973
00f56e106,4084339.1175980736
00f84d8c2,2607513.8963936544
00f92953b,1384125.457014267
00fa1d469,13491227.394613942
00ff96f49,1987749.8976427915
0100ce0d8,3524746.5804604106
0102ea9e1,2258987.400136776
0104b3af3,3113713.99395983
010672441,558340.2364762605
010771ca5,5695678.894552615
0108aea9f,1210957.5573122855
010a479e1,2336474.0560404705
010d0a2dd,3676381.3059537034
010e3cea2,1960619.420004988
010e5417b,2932330.7313079555
01108a561,110000.0
0110cca98,927604.6369271084
011449698,2844091.6148085827
0114795f0,1723677.1332795115
011626c20,39200000.0
0117c8f27,2193084.256057812
0117dcb47,2059411.7158311056
0118c34be,2218484.470573602
0119efcb9,6149286.41719541
011a58e13,1971256.3647228885
011b7902b,5591644.490025956
011ca122e,200000.0
012053244,1550733.9537214763
0122a258e,1070348.6128262137
0122a4305,918411.6962894
01230d8ba,647704.160456297
012414f4e,5416666.66
012452125,2142910.6112493128
0124529b5,268000.0
012556288,3304635.812835548
01257c24c,5088718.7249962585
01258b972,1379397.1773483402
0125b64db,1982110.006412584
01295ef92,3470898.461388647
012a2752f,3978340.573747105
012b6ba95,380000.0
012b96b58,2227980.1806760724
012e881b9,2171743.398742156
012f25e94,2491827.8238567924
012fa70bb,4170000.0
01304fc0a,2639169.0888392366
013230913,2967463.931778271
01336ceb8,1966501.8381437263
0133b85e7,1565611.6773562168
0136f8766,2902654.1236751764
0137356b9,3037878.453623223
013750184,392394.71523961186
013a3f07c,3685061.219750941
013cc1c13,2383243.1008720635
013e96334,1979637.4335043374
013fae0b1,2677648.097819303
014076343,2374051.274296077
0140ea0ba,2271608.493744785
0143ee127,284387.4621700039
014461014,1955320.6054868656
01446634f,800000.0
014729fb2,17000000.0
014749c88,3555000.0
014787fc1,1460000.0
014a6143c,1564684.3242305168
014af25cd,2004371.410614474
014b5797e,9135190.045165313
014badcb1,1402378.2933002824
014c523b1,20000000.0
014e55fdb,2374408.2683354
014ea0456,2266270.203037394
0151cc525,2411931.1741007967
015409983,2957718.512947068
015411bfe,2731644.7385038952
01560b792,47000.0
0157b07da,2941241.31832726
01587bbbc,1806855.6127618155
0158ba234,2381377.236111722
01590d52a,14800000.0
015a40790,2939968.1841977867
015b07817,977914.2135108744
015fc3313,3823676.8412679913
01604ee4b,4494947.602159637
016054375,1408256.8974220094
01642dec0,2555602.168663352
0166ab5ea,3675463.8978048055
016b405be,2200000.0
016bdc940,6214224.368963322
016c31d1a,200000.0
016d290da,10000000.0
016decdd2,1764302.2516298722
016ee1214,8953511.392010324
016efef23,9473356.116524642
016f60448,5288471.087484243
017029678,1680064.0246216168
01704d4ca,1696264.2545156116
0172638ce,2309632.711150169
0173e6be5,8149919.899764799
0174ed320,1060000.0
017623c5c,2684322.881789819
017a4044f,2614383.272095355
017a6c7f9,2275959.3802957432
017ae7ac3,1635136.794294779
017b80d83,5333333.34
017d9f1a4,1000000.0
017e22e34,3252206.8269237964
017e9a902,5621940.869500534
0180f14e9,2649542.7950268527
018148c57,2593311.5059515564
018166b42,2439012.790921113
0181a6d0e,2461064.9531404097
018283661,1883580.5416019487
0183f9b32,884817.2957668327
0186cbba4,2293754.962400318
0188bc86f,3590981.2482502367
01890383f,400000.0
018965366,2186437.230072604
0189c8ab0,3202225.257873127
018d514a2,2658030.5315742157
018d765bb,1839167.6589752503
018dbbe73,2261158.6922880025
018de39ca,2678422.0211375467
018fd935f,8736166.134594042
018ffc9fa,3693094.5743361413
019372984,1675507.174694415
01937e592,600000.0
019381521,1670969.6507211528
01952e574,2000000.0
019540ad9,8876500.290238135
01955815c,3015885.4359018933
0196be03d,2051638.084335413
01978c738,1910005.639632693
0197f607c,3842008.8834894467
01980e862,558282.7706273808
019823615,3397917.7116378914
019ab3785,2282191.48361152
019c0d544,3454551.411200173
019c5ad1d,2013120.2792103516
019cff829,4726926.372477153
019ed3e51,1959577.54528786
019fd88df,1459671.1884926034
01a0a9e06,1858828.7889657984
01a1f927c,2989990.8810643638
01a4d6c6c,960768.638179369
01a697820,2825299.226627346
01a72cedb,558600.3207581721
01a900d08,2138479.732094524
01a960c35,2029600.094863301
01aa854be,1833765.7085593936
01ab08b6a,1064068.0116130142
01ad8126b,2294886.029965524
01af69076,4432219.050369756
01aff9a04,2211473.2477449514
01b128a94,2386146.9496030686
01b1e697f,3041049.4227483342
01b3159e1,2392364.771402019
01b342719,2100000.0
01b375dad,11368485.104152724
01b6d93e9,2209873.2770614573
01b6e8722,200000.0
01b728f6c,2630854.2636787305
01b784536,2519749.2195762284
01b7d0580,20000000.0
01b7defea,1116652.2919718123
01b80bb3c,1896820.903620476
01b8c1484,2406255.1669560517
01bbb0d76,1613050.9103320832
01bc848d9,1365155.0202530092
01bd8211e,2629621.091007533
01bdda11d,2914398.70593008
01be390b4,2370163.973083094
01be6122c,2703001.522285035
01c1d1fb0,3000000.0
01c33d5d2,1859105.2811567772
01c34e2ff,319286.9876517527
01c362322,6720000.0
01c553e1a,2170201.901799389
01c65531d,1855775.0547912703
01c6933d0,40000000.0
01c74c797,5604113.846828005
01c7eafe8,1693595.6300396458
01c81cd35,5272937.504699319
01c898445,3504723.607876924
01c9fd3a7,1367925.2974921456
01ca7113f,766895.3330097515
01cb0f6ea,3134725.8350555226
01cc582f5,190000.0
01cca8141,400000.0
01cef01a2,3000000.0
01d10e85d,1756653.4275176604
01d193713,4000000.0
01d2fecbe,742152.8828908794
01d38c28f,1725322.6018342425
01d396bc2,2267812.8105870043
01d7bfe15,2426814.6047128555
01d8282f2,2222132.6795121892
01d94bd22,4111876.2013897775
01da2afeb,3667138.1389184007
01db02cda,2358447.585721293
01dd4ee95,1131929.2746096556
01dd8785b,662712.6732045385
01dff0d9c,2468005.127336004
01e04a9fb,1368266.8776655414
01e06a9f0,1111672.0499731023
01e1970fb,3298512.720117405
01e1ee7f9,1828732.2955988485
01e37465e,50000.0
01e38e47e,1488584.9627522568
01e6618b1,5675424.4555901475
01e8de681,5992099.139108742
01e9513b2,1114439.777010544
01ea633f5,2820740.61078506
01eba0824,2027557.03499194
01eca1d02,4268035.647721887
01ed1f78a,2846982.584021273
01ee29ec7,7465450.101631917
01eed81f9,2195742.8944182447
01ef1d226,2366971.001820776
01f0030e3,1828292.2224855383
01f15fad3,1417703.773936198
01f330ffe,8400000.0
01f39eb1e,800000.0
01f44549a,1588654.397869082
01f5a652b,1580201.4649976552
01f889c84,19500000.0
01fa9c31e,1879785.66188987
01fd4e7e9,1623749.911009674
01fde1134,2323961.116938819
01ff14471,12000000.0
01ffa7fbe,5070550.648200919
02001f60c,1866666.66
0201ea0a0,2076215.7319588445
0201fe232,2247125.996726752
020699f8e,1545747.3456479309
0206a24ce,7996500.0
0206bfd06,5449073.151453904
020741219,2509784.4475292247
020816bdb,2386310.353598933
0209a7570,2963593.6175048
0209bf7b8,2049089.4428289037
0209d2fd2,3320370.461517408
020b294bd,1961999.6914432289
020b5b442,1823183.0815532724
020bd2d15,2037361.9168771573
020eaebb2,2491003.601784186
020ed0585,2669314.295987046
020f67b89,5271913.1362418365
02118146a,1173149.1316349
0211c154c,2481531.974248296
0211f9abc,2040709.3796059738
021257ae5,2000000.0
02135d6ab,1791962.1475739747
02170db23,1590904.5620836434
02180e987,1587120.5452028129
0218218c1,7695512.798412167
0218cd3d7,300000.0
0219f8398,2445625.002561933
021aee575,100000.0
021bd4dca,2010304.01432503
021da9216,526377.5931842303
021ebd418,20000000.0
021fd795a,5000000.0
02223cd36,8000000.0
0223c16c1,2448746.663563006
022678dd2,2165098.5255121025
022792b0a,4463771.258195278
022804284,1138472.5488013043
0228aa82d,2025324.3311655868
0229e75c4,2001822.206879748
022a8c2f7,20000000.0
022cb2631,2341084.2021415466
0230d4064,11138059.182891052
023377ebc,2066317.2240610453
02342e4f7,1685429.6976199846
0235e2eab,3838475.477928583
023990ec3,10000000.0
023ac9a3c,2489184.939575721
023b81381,2201750.12832882
023fa6bf0,3071055.201545486
024078072,1800000.0
0241d1cc7,2222876.6532441946
0241dbd70,1856712.518225349
02423aea3,832749.6742108479
0242e62ca,8133333.34
024306e5d,1366163.8420448126
0244ca2e6,1207433.8746220805
0245590f8,232000.0
0246d6ee2,2450493.01935476
024739c7d,1987155.5764869987
024766f47,8333333.34
024813220,1798191.3425041104
024890eac,1877724.28219196
024c65d46,1634689.8165355753
024c8f9db,2018530.4176158758
024cbb5b4,1931908.7109140544
024d9058c,2200525.151665268
024fe32af,2319553.8862150614
025045845,4348223.872590068
0250eb809,5000000.0
025179e5e,1989937.1151687182
02537cf5e,4810101.664089846
0254223d8,5179344.357409929
0256c0b0e,8750000.0
025774ca3,4886880.682990585
025786cb9,3250706.0845234883
0257e2b97,1605619.360547739
025994da9,3052387.8770886525
025a2f31f,2033241.742792939
025a544da,3405536.6840788894
025a96ed9,2390498.86371546
025abdc92,3456101.9131549424
025ba7d70,2629345.5567587325
025c222b3,3425310.762356257
025c7bb5f,2187371.163686681
025e5d770,2093550.5518757447
02635ccad,2823764.7021860494
02648787c,21200000.0
026756d03,2276207.7151596
0267a271c,2309672.365746136
02681ecec,1622728.3863345075
02697d7c3,2693433.4248267617
0269a6f71,4616982.285895982
0269d314c,2710018.5461229086
0269dba28,1478692.8487329874
026a61d88,2708000.0
026aeaa2c,2546167.643142289
026b02a83,1796814.5470618706
026baed22,2006698.1361477952
026c4e17b,1902846.188120425
026c5991c,2503715.391235724
026cf59d9,982953.5651967152
026cfc392,247712.9470623463
0270a390f,1488252.7403875086
0270be3af,3266525.2266133036
0270e156b,1685506.9440325918
027124809,2487325.733352153
0272c405a,26344000.0
027400cb8,860000.0
0274ce8b8,1990528.3611332946
027769b10,2935376.606465024
0277d96d0,2606282.4861651245
027a21566,9864835.735310828
027c75423,18000000.0
027cc80a8,2678372.872529419
027d5aea6,3089333.34
02865c5ec,1688279.088754956
0287280ba,2617651.666058964
02898064e,3357187.6688922117
028988631,2084817.6213427212
028a5c0d4,2068631.5322434227
028da53a4,160000.0
028ee267a,2545886.381447466
0292f2fc5,2768523.902578844
02975edfa,2873846.139856026
029a9db2e,2707579.9567830204
029b14b56,2488425.3394098897
029bbe7d3,2671729.3560655992
029c1e398,1137491.349808337
029da4b41,825501.2559937378
02a0c1918,2239435.6383001744
02a2a1bdf,2308319.7064304724
02a2c00e0,2099307.3549418407
02a31514c,2537047.1943475064
02a3dc04d,2000000.0
02a565b91,1707033.3556283843
02ac98fd5,4692313.225382395
02adff31a,10643947.835417574
02affe93a,2336586.6890981286
02afff518,2485231.45551022
02b000198,1007500.0
02b0b4bae,4815765.870598288
02b0c3fdb,2535366.363171307
02b220cf1,2884284.1498219073
02b25ade0,11474238.685731865
02b413bb1,4636357.183668157
02b4aaba1,14864333.34
02b67ff32,2179204.230885173
02b71a6b2,2750911.046797485
02b79188f,21100000.0
02b8961fc,4674023.341417922
02b96ff6c,2612167.7545127682
02bad4594,3179845.0795678264
02bbd7b9d,2400000.0
02bcf8e90,2263937.0735333883
02bde66d2,2139565.151529264
02bfe3c59,2453246.121382088
02c119238,2454680.0552074383
02c16cb74,1967176.0408008192
02c475e65,2271267.287769352
02c4d224b,3126466.823709591
02c6d9700,2027040.2176094437
02c74523d,8600000.0
02c7c5e05,2450553.037282576
02c8a1f80,308000.0
02c8c7175,3266595.5892308475
02c91d25d,1839576.3956420638
02ce4321f,949786.665075391
02cfae275,2652026.6919299755
02d07cb78,3123160.089525822
02d147e50,3157520.5554434964
02d173c38,1984677.1699859085
02d1a1e82,4505682.810259807
02d2dc64c,1788783.1769622972
02d3dcc5a,2000000.0
02d67ed4c,1656570.76557726
02d682de1,2654079.6210824717
02d72b46d,2079037.884701969
02da114c7,2484222.144832409
02da41c7e,1931563.1720935097
02dad771a,2677134.8595387256
02db2bb9a,262000.0
02dc20d11,2365191.0189808225
02dc3b94d,1128522.4612972538
02dd17f6f,3867600.6553808525
02deaaed6,1462663.5339098219
02dfd3b7c,1025643.9191856348
02e0b923c,6579031.238283687
02e23559a,1829171.1161539496
02e2acbaa,1809352.3754314275
02e5349d9,1329641.8642539054
02e6bbef5,2595870.624865673
02e7849bb,1377782.1527983171
02e80faad,2370669.705625242
02eaec8f8,1608871.2280911976
02edb9180,30000000.0
02ee21874,12511944.439332798
02ef3cdc7,2940800.858891725
02f18ce31,3495284.195534583
02f20fa4a,2343171.761477488
02f492e98,2673261.578724781
02f7d06a3,1728569.0396094194
02f8c9d39,2638370.355521542
02f928f97,10000000.0
02f97eb4f,1663352.6992026246
02f9cc844,2681485.503727993
02f9f46ac,1025915.325958524
02fb07a76,219509.22493467122
02fb4683c,2024930.1458610771
02fd708e8,3244101.412578024
03026bfdd,2396250.353474643
0304186ba,3313674.490845315
03052941a,2384962.13572369
030553c29,365000.0
0306f5c13,2250617.611527117
03078adf4,1895310.0479693615
030a2297c,957680.6906021355
030b9a986,3259423.1448568082
030bbd54c,2153101.4523638804
030d81f86,2951839.189539296
03101eca5,4283087.813142084
0311bb483,2409433.9813922993
03121027c,3728259.3299844563
0312ea7f8,1600476.2758136059
0313323d7,2561968.1588699026
03148fa17,2043164.032378674
0314aa65d,7392547.655699283
03156f66a,1534160.4417976532
031775c5a,2907381.623914714
0317cd26f,9066666.66
0317dc1c8,600000.0
031959763,2843582.376430823
031961e5e,1678765.618227891
031a6f52d,4472133.806202039
031af41a0,1965981.277299692
031be3013,3641330.598433865
031c054a3,2345391.279039781
031e02d13,1901411.8104275425
031fe6025,2221080.599244724
03226e167,5558188.884012111
032313121,2902431.6881674062
03252fdf8,1940050.8924495624
0325ef5e3,1916952.4486466732
03278afaa,1526179.1992296362
0329abefe,1996424.8774855237
032b82f0c,6774015.938034277
032cb3413,1482751.2271367726
032f7abe9,2189427.9584828997
032fd3cf7,2708171.1860102774
033135e05,20598000.0
03316e7c8,1855437.775062368
0333c53fa,736357.7524318481
033611b09,8725681.811218377
033656403,800000.0
0337427ab,5693358.816704439
0338d1fb6,2554785.056597541
033948435,35000000.0
033b70fcb,2191138.810620279
033d3323b,2558307.571655233
033db5f65,726224.8132314866
0341af76c,2058008.3017466103
03434b4b4,3500791.9460946713
0344e4977,5002631.415833168
0346fb76b,4482415.24748206
034ad33d6,20000000.0
034af5dae,25308000.0
034b70bda,2211781.458864091
034f2607b,2113333.34
034f28339,6800000.0
034fb173b,1984335.1635974224
03504923d,7086752.105941844
035226e6e,360000.0
035585d5c,2601292.92649534
035643e2b,1164029.2743625282
0356dfccd,2576686.8139153607
0356fc880,2767596.5100206113
03578cd16,1522019.8840141718
0358c22f6,1194055.3450353793
035a91cf2,5667915.492242617
035b789d2,2063975.61596567
03610ecc7,1702021.6643713485
03656e62f,3201908.376321046
0365b7b3a,2706228.70557494
0365f0a9f,3236978.206066172
0367cb231,2077535.6091438131
03687090c,2538710.92552179
036b2dd1e,1876970.6360794527
036f3dd40,1194625.8011215406
03700787a,6497642.090881581
03705c6ef,3025504.0218058736
03722e7be,11268197.87161444
037248721,1611015.8748009496
037269293,2644047.1206100653
03782136e,3142634.006877236
03796cf0e,2504955.8409736203
037dc14e7,2054159.3707377082
037ec2166,11000272.810141288
037f61da3,9734104.466172203
0380c62db,7177759.2232112875
03857cb43,2251275.992597596
0387bf802,2208380.6474052807
038838fee,1516158.1863418028
0388b0dc1,2283581.9024229283
038ad1732,2714471.1419267883
038b7c09a,2270428.8280041227
038c061e1,10650849.49854714
038da9843,11570471.17669785
038ded2fe,1008400.0
038f623c2,2487316.9934684145
039105297,1721605.3086744118
0391c19bf,4176281.526042122
0393e0694,3867438.705166488
03949736d,7081846.761850605
03959e9a9,2702204.6081141983
03968aeb0,2465971.430857648
039a844b4,1921219.234188748
039e289ac,2889286.170504277
03a062fbb,2141958.817225308
03a4623d5,2994787.2493042955
03a546322,2393509.368185804
03a5c6003,1126852.834116817
03a5f4351,2058351.3963246397
03a81c915,3184155.1346052373
03aaf818c,2450385.140907989
03ab8fc70,3399120.8914760067
03aea7af1,2749872.3443864184
03b10328e,2612338.31896888
03b27dded,3190202.403341818
03b46ad5d,2401985.546686656
03b4b4a3e,1776651.936333607
03b67d81b,5195134.8071498005
03b6c19da,2797923.987865435
03b835ca7,3174219.7975648777
03b882553,2337002.756716604
03b99b5f9,2522796.3368555983
03b9a2af2,2116020.225708709
03baf448a,4335256.65499959
03bedbe9d,2044008.2327362369
03bfd20b9,1629868.801239302
03bfe3bc5,180000.0
03c18ac69,1421975.6999217453
03c27a2bf,2145497.0172918425
03c760f76,1991265.211603806
03c8caae7,1709991.2832116769
03c9a65f8,1888340.098717428
03cdb39c1,2423928.280778662
03d4bd5b8,5530000.0
03d73e9c5,2084208.543258039
03d854501,3363887.0009664213
03d893c26,2005756.6453907625
03da7d69e,2390360.728673895
03db05222,2200000.0
03dc6875e,900000.0
03dfb0bd7,1408637.659907789
03e09458b,2692389.0448127463
03e10ddf7,3014198.8666411727
03e28b99f,1806763.6279122657
03e58b888,1780021.6889261212
03e592e94,2326843.379581059
03e755a97,4140310.0720990486
03e78798a,4000000.0
03e823704,2837675.9273048723
03e882a88,2322159.978022397
03e897c29,2708945.763822595
03ebad6bc,1684688.6880367238
03ebf5ecf,393784.5596739473
03ec3ab4e,685680.209775548
03ec5eed1,20000000.0
03ed5c911,2497258.404040615
03ed976ab,2870907.98854919
03ef34c90,1544203.7333853506
03f203cfa,1500000.0
03f3c8c46,1941972.0359098988
03f492c31,1285542.1610986537
03f5b5e4a,1842361.752085848
03f6822ee,3387782.494797678
03f6de512,5600000.0
03f73ef0e,11700000.0
03f74f010,3227198.5293565486
03f82bc6c,500000.0
03fa0306c,1744326.382480786
03fc7fa27,1200000.0
03fe6e716,2164021.4961616583
03ffe3f49,4246100.6450719135
04023973e,1616399.996842882
04042f2d4,2590241.365678288
04045c3a4,3108588.475847837
0404fb8e2,2496600.8027138435
0406e6e47,3538227.9391211267
040951939,4865766.401080801
0409890f8,4711803.1007848345
040ca2949,1878412.1282177253
040f6b98c,2319785.0292874523
040fb51e2,1823329.3233953519
0411c1468,3587855.1969988625
04127fa80,2750116.487540737
0412f421d,1946604.247130801
041346d0f,2343458.924941137
04137899d,30000000.0
0419a598f,2315185.2181150047
041abacf2,1229834.20990345
041ac253e,1011540.3851946964
041ae628c,2367254.755110944
041b2eaa1,246000.0
041d211ec,1968731.3455146085
041d6aa88,1647206.5799293953
041e0fa5a,2421452.4252087176
041fec996,1982480.2803315981
042091615,2160341.87652112
0423774bc,4538481.650335663
04245c9ab,2243473.8607425503
0425713aa,800000.0
042576594,2916940.2633524663
04258a134,2159206.156971384
04290d6e3,6000000.0
0429ef94f,4419000.0
042acad39,4040000.0
042b75b8b,2424666.66
042b8215b,10568067.78181976
04305a384,1588858.9080885346
04314d3a3,1554596.434222427
04315db05,2239297.539115856
04345543a,2204296.87001858
043593500,4215962.489304112
0436f2c86,3049881.863949604
04370ab18,3358224.6164607983
0437281f5,100000.0
0438dc28d,2695265.393072445
043be1af1,1501503.412525771
043c23fbe,1400000.0
043dce29d,3012730.4724468132
043e4b825,3286055.6177351214
043f5244b,2254770.0429161326
043fd2e42,4529932.819954754
0441a98fe,3121656.0292641288
044541178,2580383.1409136183
04457b1e5,2131295.512284297
04462ec86,4062767.5122081004
044683ae6,1230473.127943692
0448aa36f,4145208.2094347524
0449d0137,4252000.0
044b95f86,2860559.541216524
044b97b6c,2671193.6428610915
044c7fd20,2674499.90083971
044c8dfd9,1975779.092551444
044d8ee8d,838791.11051186
044eb2751,549414.2721377661
044efc778,3027140.60355086
045082aa1,2506267.6741062133
04518a146,1677162.7515951241
045239fe8,50000.0
0453a3e09,2687035.7606618186
0454417ec,14000000.0
0454de019,2330060.9556700643
04562691c,2212134.4770782017
0458a04a0,2994726.408662362
045901f6a,5000000.0
045986d3a,2859159.2422446986
045bce540,1946268.7869421828
045ce5b8c,2197245.831691109
046021d41,2159762.0690402603
0462e36a5,3186980.1793819214
046526fe2,2395066.6097731944
04655596d,2443741.4434697786
04658f5b6,1682095.4355662656
046692f4b,1106558.0457660516
046868511,970500.0
046892828,601025.193699235
046b3d7ef,8944137.586065194
046c924e3,2600000.0
046e2664e,2728052.9586374518
046e3b5b4,21733333.34
046f20f0d,2709525.82004635
047157871,2236290.948702362
04722b965,1789792.1465651984
0478dd0a3,2598445.1205775654
0479371c3,4310985.042529768
047ac78ea,1656875.0162822844
0481e6914,247469.85660982862
04822e352,2559017.8623331483
0483111ba,3536933.048315129
0483794aa,4908000.0
048443c83,2869721.61619286
04847c5ea,2700801.826116521
048658031,2384368.3847040846
048694692,20000000.0
048712c35,200000.0
048b1b81c,4119176.204153924
048def5ee,12000000.0
048e4e5ce,2996938.6277798954
049036175,40000000.0
04905d5d0,2546951.167669421
0490bce2f,1948320.764769168
0492364a6,2128977.369925321
0493c1057,1000000.0
0494cbc16,2515413.750200324
049670925,2845695.301239938
04998f537,1975397.3393197309
04999528c,1128182.0737000508
049a35c33,2109659.679913258
049a8e3e5,1815108.1190822872
049ab0d4d,1369004.967653973
049b66c17,2415672.5229786257
049e17289,500000.0
049e7e088,1776995.0249556168
04a049e48,733052.1464112981
04a095504,4779951.371563006
04a105753,1956871.6917006248
04a231167,2407888.2262057764
04a3c6d21,1708823.178910771
04a5a539f,2963407.704748845
04a746dc8,2408365.43459636
04a992add,1615936.6280525643
04a9e4aeb,1880408.228243198
04aa2e15a,2000000.0
04aa6b5fc,2175281.8325429144
04ab00450,607797.7021476686
04ab1de8e,16666666.66
04ad57b6d,3724807.07359567
04ae21348,1255871.129280851
04af5fa34,2382340.394950092
04afeb8ac,5658344.523324949
04b0e1550,1299568.4638690343
04b1ca833,1987323.4847023138
04b2cb591,1545359.6111416125
04b2d3d86,2906696.6369077936
04b432011,705859.0036007838
04b44859f,1953017.5695203468
04b56ec7a,2485566.608244199
04b7f99d1,3110000.0
04b9581f6,3231582.726372151
04b98c616,1078590.1036175643
04b993254,2681313.9180888203
04ba2dd27,811546.8674015298
04bfe03f9,2676401.9318913682
04c147ebb,1520530.3098205263
04c1c0844,2881940.7245771186
04c1c5c42,743567.7724904569
04c26c79a,2318678.3045209227
04c361aa2,8164975.251172813
04c458cd8,746914.1136029658
04c59d3cd,2146360.3032399192
04c5e1daf,2591699.3120442317
04c82f4d9,2172224.009731289
04c84a436,1434436.0254284525
04c9f9d02,2483394.3608304374
04d0d5de5,600000.0
04d1b813d,943832.6822886269
04d3f5d25,2355097.41188505
04d4c2c11,4308548.455128754
04d57e1a7,1739692.204991381
04d908feb,2982002.777838221
04d9847b7,2371598.6444771364
04da1b767,1621794.137172641
04dd95d2a,460000.0
04e249294,1193298.634213343
